leg,arch,arch_stored,subset_size,n_reactions,n_density_species,E_kcalmol,D_rmse,gamma,gammaD_kcalmol,ED_kcalmol,E_pbe_kcalmol,D_pbe_rmse,ED_pbe_kcalmol,beats_pbe,E_scan_kcalmol,D_scan_rmse,ED_scan_kcalmol,beats_scan,ED_pbe_cell_kcalmol,ED_scan_cell_kcalmol,n_reactions_slice,D_insample_rmse,n_insample_species
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,2,1,2,2.6570331685381,0.008053522653281797,1084.87,8.737025120865823,4.0748546217426025,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.970490150373726,,1,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,3,2,3,2.9605232939566966,0.011056556098959497,1084.87,11.994926015078189,4.748938951031461,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973914964,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,4,2,3,3.9436862780417568,0.01059133801627881,1084.87,11.490224873720392,5.871984323420383,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973884539,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,5,2,3,5.891752357667632,0.009912487365990591,1084.87,10.753760168742211,7.612681403165488,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973913863,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,6,2,3,6.79073896444208,0.00952254553932705,1084.87,10.330723979249736,8.194772851771337,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973899201,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,7,1,2,8.078064907139037,0.007798368729205981,1084.87,8.460216283253692,8.26472539410669,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.9704901503963,,1,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,12,3,4,7.02196835570373,0.009156794647199705,1084.87,9.933931808907543,8.227903459287287,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652995997588,,3,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,15,3,4,7.7483867295075015,0.008372747793197209,1084.87,9.083342898405855,8.362925870298612,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652996016517,,3,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,18,3,4,7.757002093065861,0.008756747215334091,1084.87,9.499932351499496,8.540450260303656,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.71065299601856,,3,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,26,3,4,9.519967105781765,0.006631233173574644,1084.87,7.194025933015923,8.195156008678,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652996017538,,3,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,2,1,2,0.8158013988315921,0.00468629759979193,1084.87,5.084023677086271,1.4059920672528279,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.970490150405134,,1,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,3,2,3,1.5667316920322663,0.006258857978746223,1084.87,6.790047255402413,2.5460006283165653,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.5706069739014,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,4,2,3,2.464038243487896,0.006219718937513242,1084.87,6.74758648373999,3.609854209113188,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.57060697389297,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,5,2,3,2.5820554313467823,0.00584177501643737,1084.87,6.3375664620824095,3.669202147906271,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973866942,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,6,2,3,3.179125680922159,0.005942589936926972,1084.87,6.446937544873963,4.25836070913922,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973891504,,2,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,7,1,2,1.567860791300628,0.005093935382480089,1084.87,5.526257678391174,2.442700322412285,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.970490150366857,,1,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,12,3,4,5.937092318099894,0.007382017715697967,1084.87,8.008529559229252,6.8189686689658275,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652996019073,,3,,
bh76_wtmad2_eps_gamma_dfs,deep_attn_3x16,medium_attn,15,3,4,6.447502665719863,0.006246459111699442,1084.87,6.776596096509373,6.607954490107823,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652996003727,,3,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,2,1,2,1.7470294938128834,0.008550966137750516,1084.87,9.2766866338614,2.9403233839684884,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.970490150367837,,1,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,3,2,3,3.81367778921561,0.010458357502234445,1084.87,11.34595830344908,5.708557766787977,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.57060697389407,,2,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,4,2,3,4.273458569307336,0.009608989976491232,1084.87,10.424504955796042,6.061886050818738,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973895535,,2,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,5,2,3,5.9556082302766935,0.010005145618079105,1084.87,10.854282326685478,7.691168831766281,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.57060697389627,,2,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,6,2,3,6.581790490846262,0.009710704325945311,1084.87,10.534851802088289,8.101844535488235,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,12.570606973881608,,2,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,7,1,2,6.128745012757595,0.007972526550100563,1084.87,8.649154878407597,7.174018665168942,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,10.970490150387468,,1,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,12,3,4,6.923072192888301,0.009207454557245847,1084.87,9.988891225519302,8.178094212988784,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.71065299599503,,3,,
bh76_wtmad2_eps_gamma_dfs,deep0_3x16,deep_3x16,15,3,4,7.742605518936002,0.008336692257157156,1084.87,9.044227329022084,8.342953678807376,18.603755219635225,0.007876211567269732,11.710652995996309,True,,,,,11.710652996004494,,3,,
