leg,arch,subset_size,n_reactions,n_density_species,E_kcalmol,D_rmse,gamma,gammaD_kcalmol,ED_kcalmol,E_pbe_kcalmol,D_pbe_rmse,ED_pbe_kcalmol,beats_pbe,E_scan_kcalmol,D_scan_rmse,ED_scan_kcalmol,beats_scan,ED_pbe_cell_kcalmol,ED_scan_cell_kcalmol,n_reactions_slice
bh76_wtmad2,deep,1,2,3,134.29492662473794,0.003666666666666667,58678.49056603773,215.15446540880504,165.3696003127497,136.9164779874214,0.0023333333333333335,136.9164779874214,False,,,,,136.9164779874214,,2
bh76_wtmad2,deep,3,2,3,131.91169811320754,0.004033333333333334,58678.49056603773,236.66991194968557,169.40362256412723,136.9164779874214,0.0023333333333333335,136.9164779874214,False,,,,,135.71440179789178,,2
bh76_wtmad2,deep_notransform,1,2,3,129.52846960167716,0.004399999999999999,58678.49056603773,258.185358490566,172.5105061297269,136.9164779874214,0.0023333333333333335,136.9164779874214,False,,,,,134.4910310788754,,2
bh76_wtmad2,deep_notransform,3,2,3,127.14524109014675,0.0047666666666666664,58678.49056603773,279.7008050314465,174.82104903240412,136.9164779874214,0.0023333333333333335,136.9164779874214,False,,,,,133.24579493145833,,2
w411_wtmad2,deep,1,2,1,1.356923076923077,0.005,188.46153846153848,0.9423076923076924,1.1122320302648174,1.5076923076923079,0.008,1.5076923076923079,True,,,,,1.5076923076923079,,2
w411_wtmad2,deep,3,2,1,1.356923076923077,0.0055000000000000005,188.46153846153848,1.0365384615384619,1.1752877044215628,1.5076923076923079,0.008,1.5076923076923079,True,,,,,1.5076923076923079,,2
w411_wtmad2,deep_notransform,1,2,1,1.356923076923077,0.006,188.46153846153848,1.130769230769231,1.2335664335664336,1.5076923076923079,0.008,1.5076923076923079,True,,,,,1.5076923076923079,,2
w411_wtmad2,deep_notransform,3,2,1,1.356923076923077,0.006500000000000001,188.46153846153848,1.2250000000000003,1.2875912408759125,1.5076923076923079,0.008,1.5076923076923079,True,,,,,1.5076923076923079,,2
combined_wtmad2,deep,1,4,4,67.82592485083052,0.004,13842.417029511369,55.369668118045475,60.968072936485065,69.21208514755685,0.005,69.21208514755685,False,,,,,59.324644412191574,,4
combined_wtmad2,deep,3,4,4,66.63431059506532,0.0044,13842.417029511369,60.90663492985003,63.641862031249424,69.21208514755685,0.005,69.21208514755685,False,,,,,58.88255924018402,,4
combined_wtmad2,deep_notransform,1,4,4,65.44269633930011,0.0048,13842.417029511369,66.44360174165456,65.9393510279505,69.21208514755685,0.005,69.21208514755685,False,,,,,58.431600828843614,,4
combined_wtmad2,deep_notransform,3,4,4,64.25108208353493,0.005200000000000001,13842.417029511369,71.98056855345912,67.89654822389609,69.21208514755685,0.005,69.21208514755685,False,,,,,57.971499323366174,,4
